0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5;7,5;7,5;7,5;7,5;7,0,0,d,0,0,0,0,0,0,0,0,0,5;7,5;7,5;7,5;7,5;7,0,0
0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0,d,0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0
0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0,d,0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0
0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0,d,0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0
0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0,d,0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0
0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0,d,0,5;7,5;7,5;7,5;7,5;7,5;7,5;7,0,5;7,5;7,5;7,5;7,5;7,0,0
0,0,0,0,0,0,0,0,0,5;7,5;7,5;7,5;7,5;7,0,0,d,0,0,0,0,0,0,0,0,0,5;7,5;7,5;7,5;7,5;7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
